Peptide_Family,Species
,Leptodactylus fuscus
Ocellatin,
Ocellatin,
Ocellatin,
Ocellatin,
Ocellatin,
Ocellatin,
,
Ocellatin,
Ocellatin,
Ocellatin,
Ocellatin,
Ocellatin,
Ocellatin,
Ocellatin,
Ocellatin,
,
,Leptospira alstonii serovar Pingchang str. 80-412
,Leptospira alstonii serovar Sichuan str. 79601
,Limnonectes fujianensis
,Limnonectes fujianensis
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
,Limnonectes kuhlii
Gaegurin,
Gaegurin,
Rugosin,
Rugosin,
Temporin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Esculentin,
Ranatuerin,
Brevinin,"Lithobates blairi"""
Brevinin,"Lithobates blairi"""
Brevinin,"Lithobates blairi"""
Brevinin,"Lithobates blairi"""
Brevinin,"Lithobates blairi"""
Brevinin,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
,"Lithobates blairi"""
Esculentin,"Lithobates blairi"""
Ranatuerin,"Lithobates blairi"""
Ranatuerin,"Lithobates blairi"""
Ranatuerin,"Lithobates blairi"""
Ranatuerin,"Lithobates chiricahuensis"""
Ranatuerin,"Lithobates chiricahuensis"""
Ranatuerin,"Lithobates chiricahuensis"""
Brevinin,"Lithobates chiricahuensis"""
Brevinin,"Lithobates chiricahuensis"""
Brevinin,"Lithobates chiricahuensis"""
Brevinin,"Lithobates chiricahuensis"""
Brevinin,"Lithobates chiricahuensis"""
Esculentin,"Lithobates chiricahuensis"""
,"Lithobates chiricahuensis"""
,"Lithobates chiricahuensis"""
,"Lithobates chiricahuensis"""
Ranatuerin,
,
,
Ranatuerin,
Ranatuerin,
Temporin,
Temporin,
Temporin,
Temporin,
Temporin,
,"Lithobates clamitans"""
,"Lithobates clamitans"""
Temporin,Lithobates clamitans
Palustrin,
Palustrin,
Palustrin,
Palustrin,
Palustrin,
Ranatuerin,
Palustrin,
Palustrin,
Brevinin,Lithobates palustris
Brevinin,Lithobates palustris
Esculentin,Lithobates palustris
Ranatuerin,Lithobates palustris
Nigrocin,Lithobates palustris
Brevinin,"Lithobates palustris"""
Brevinin,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
,"Lithobates palustris"""
Esculentin,"Lithobates palustris"""
Ranatuerin,"Lithobates palustris"""
Palustrin,"Lithobates palustris"""
Palustrin,"Lithobates palustris"""
Palustrin,
Brevinin,
Brevinin,
Brevinin,
Esculentin,
Ranatuerin,
Ranatuerin,
Temporin,
Ranatuerin,Lithobates palustris
,Lithobates pipiens
Brevinin,Lithobates pipiens
Ranatuerin,Lithobates pipiens
Ranatuerin,Lithobates pipiens
,Peptide leucine
Ranatuerin,
Ranatuerin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Esculentin,
Temporin,
Ranatuerin,"Lithobates pipiens"""
Ranatuerin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Temporin,Lithobates pipiens
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
Brevinin,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
,"Lithobates pipiens"""
Esculentin,"Lithobates pipiens"""
Esculentin,"Lithobates pipiens"""
,Lithobates pipiens
Odorranain,Lithobates pipiens
Odorranain,Lithobates pipiens
Odorranain,Lithobates pipiens
Esculentin,Lithobates pipiens
Esculentin,Lithobates pipiens
Esculentin,Lithobates pipiens
Brevinin,Lithobates pipiens
,"Lithobates pipiens"""
Temporin,Lithobates pipiens
,"Lithobates pipiens"""
,"Lithobates pipiens"""
Brevinin,Lithobates pipiens
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Ranatuerin,
Ranatuerin,
Temporin,
Temporin,
Temporin,
Brevinin,
Esculentin,
Esculentin,
Esculentin,
Ranatuerin,
Ranatuerin,
Ranatuerin,
Brevinin,
Brevinin,
Brevinin,
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
Brevinin,"Lithobates sphenocephalus"""
Brevinin,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
Ranatuerin,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
,"Lithobates sphenocephalus"""
Brevinin,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Mixophyes fleayi
,Mixophyes fleayi
,Mixophyes fleayi
,Mixophyes fleayi
,Mixophyes fleayi
,Morganella morganii
,Morganella morganii
,Morganella morganii
,
,
,
,Mycobacterium liflandii 128FXT
,Nanorana parkeri
,Nanorana parkeri
,Nanorana parkeri
,Nanorana pleskei
,Nanorana pleskei
,Nanorana ventripunctata
,Nanorana yunnanensis
,
,Nidirana daunchina
Brevinin,Nidirana daunchina
Brevinin,Nidirana daunchina
,Nidirana daunchina
,Nidirana daunchina
Ranatuerin,Nidirana daunchina
Ranatuerin,Nidirana daunchina
Brevinin,
Brevinin,
Brevinin,
Brevinin,
Ranatuerin,
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,Nidirana pleuraden
,
,
,
,
,
,
,
,
,
,
,
,Oceanobacillus oncorhynchi subsp. incaldanensis
Odorranain,Odorrana andersonii
,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
,Odorrana andersonii
Brevinin,Odorrana andersonii
,Odorrana andersonii
Odorranain,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
,Odorrana andersonii
Brevinin,Odorrana andersonii
,Odorrana andersonii
Brevinin,Odorrana andersonii
Odorranain,Odorrana andersonii
Brevinin,Odorrana andersonii
,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Brevinin,Odorrana andersonii
Odorranain,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
Odorranain,Odorrana andersonii
,Odorrana andersonii
Ranatuerin,Odorrana andersonii
,Odorrana andersonii
Odorranain,Odorrana andersonii
Brevinin,Odorrana andersonii
,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
,Odorrana andersonii
Odorranain,Odorrana andersonii
Brevinin,Odorrana andersonii
,"Odorrana andersonii"""
,Odorrana andersonii
Brevinin,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Brevinin,Odorrana andersonii
,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Ranatuerin,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
,Odorrana andersonii
Brevinin,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Brevinin,Odorrana andersonii
Palustrin,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,"Odorrana andersonii"""
,Odorrana andersonii
,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Esculentin,Odorrana andersonii
,Odorrana andersonii
Esculentin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,"Odorrana andersonii"""
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,"Odorrana andersonii"""
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,"Odorrana andersonii"""
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Brevinin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Esculentin,Odorrana andersonii
Gaegurin,Odorrana andersonii
,"Odorrana andersonii"""
,"Odorrana andersonii"""
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,"Odorrana andersonii"""
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,"Odorrana andersonii"""
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
Odorranain,Odorrana andersonii
